id,weight,age,sex,race,region,res16,marital,educ,degree,income16,class,occ10,prestg10,finrela,satfin,partyid,polviews,relig,attend,childs,happy,health,tvhours,usewww,getahead
2022-1620,1.2109426661289653,21,Female,Black,Middle Atlantic,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Average,Not Satisfied,Strong Democrat,Moderate,,Less Than Once A Year,0,Pretty Happy,Excellent,,,Connections
2022-1621,0.3228732480409285,65,Male,Black,Middle Atlantic,"in a large city (over 250,000)",Never Married,2 Years College,High school,"$12,500 to $14,999",Working Class,,Low,Far below average,More or less satisfied,Independent,Moderate,Protestant,More Than Once A Week,0,Pretty Happy,Fair,12,,
2022-1622,1.4984080290893875,76,Female,White,Middle Atlantic,"in a medium-size city (50,000-250,000)",Divorced,12th Grade,High school,"$8,000 to $9,999",Middle Class,,Low,Average,Satisfied,Democrat,Moderate,Protestant,Less Than Once A Year,3,Not Too Happy,Good,2,,Hard Work
2022-1623,0.3785903743074574,33,Male,White,Middle Atlantic,in open country but not on a farm,Never Married,10th Grade,High school,"$60,000 to $74,999",Working Class,,High,Average,Not Satisfied,Independent,Slightly Conservative,Protestant,Never,3,Pretty Happy,Good,3,,Connections
2022-1625,3.6710995332975456,30,Male,White,Middle Atlantic,in a suburb near a large city,Married,12th Grade,High school,"$130,000 to $149,999",Working Class,,Low,Average,More or less satisfied,Strong Republican,Conservative,Protestant,2-3 Times A Month,2,Pretty Happy,Fair,,,
2022-1626,0.8512024296055889,45,Female,White,Middle Atlantic,"in a small city or town (under 50,000)",Married,2 Years College,High school,"$110,000 to $129,999",Working Class,,High,Average,Satisfied,Independent,Moderate,None,Once A Year,3,Pretty Happy,Poor,,,
2022-1627,1.2090949370311748,71,Female,Black,Middle Atlantic,"in a large city (over 250,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,Low,Average,Satisfied,Strong Democrat,Moderate,Catholic,Every Week,2,Pretty Happy,Good,,,Luck
2022-1628,0.8278160952742203,66,Female,White,Middle Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$20,000 to $22,499",Lower Class,,Low,Below average,Not Satisfied,,Moderate,Protestant,2-3 Times A Month,2,Pretty Happy,Good,5,,Connections
2022-1629,0.8816568630082777,67,Male,White,Middle Atlantic,on a farm,Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Below average,More or less satisfied,Strong Republican,Extremely Conservative,Protestant,Every Week,2,Not Too Happy,Fair,3,Yes,
2022-1631,3.6936947408230316,73,Male,White,Middle Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$30,000 to $34,999",Working Class,,Low,Below average,Not Satisfied,"Independent, Near Republican",Conservative,Protestant,Every Week,4,Very Happy,Fair,,,Hard Work
2022-1633,1.0342267718966418,63,Male,White,Middle Atlantic,"in a medium-size city (50,000-250,000)",Married,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Average,Not Satisfied,Democrat,Moderate,Catholic,Less Than Once A Year,3,Pretty Happy,Fair,,,
2022-1634,0.8766241464164342,51,Male,Black,Middle Atlantic,"in a small city or town (under 50,000)",Married,2 Years College,Associate/Junior college,"$60,000 to $74,999",Working Class,,High,Below average,Not Satisfied,Strong Democrat,Moderate,Protestant,Nearly Every Week,2,Very Happy,Good,,,Hard Work
2022-1635,4.26278364661012,34,Female,White,Middle Atlantic,in open country but not on a farm,Married,11th Grade,Less than high school,"$1,000 to $2,999",Working Class,,Low,Below average,Not Satisfied,"Independent, Near Republican",Extremely Liberal,Protestant,Less Than Once A Year,6,Pretty Happy,Good,,,Connections
2022-1636,0.3576586088267282,67,Female,White,Middle Atlantic,"in a small city or town (under 50,000)",Divorced,12th Grade,High school,"$30,000 to $34,999",Working Class,,Low,Below average,Not Satisfied,Democrat,Moderate,Protestant,Never,1,Not Too Happy,Poor,12,,
2022-1637,1.3531590270996594,26,Female,Black,Middle Atlantic,"in a medium-size city (50,000-250,000)",Never Married,11th Grade,Less than high school,"$12,500 to $14,999",Middle Class,,,Average,More or less satisfied,Democrat,Moderate,Protestant,Never,0,Pretty Happy,Fair,8,,
2022-1638,0.6417963114803604,30,Male,Black,Middle Atlantic,"in a small city or town (under 50,000)",Never Married,2 Years College,High school,"$50,000 to $59,999",Lower Class,,Low,Far below average,Not Satisfied,Democrat,Slightly Conservative,Protestant,Less Than Once A Year,3,Pretty Happy,Good,3,,Luck
2022-1640,0.41955110198517004,62,Female,White,Middle Atlantic,in open country but not on a farm,Never Married,12th Grade,High school,"$12,500 to $14,999",Working Class,,Low,Below average,Not Satisfied,Independent,Moderate,Protestant,Once A Year,2,Not Too Happy,Fair,,,Hard Work
2022-1641,2.450150241889969,30,Female,White,Middle Atlantic,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$50,000 to $59,999",Working Class,,Low,Above average,More or less satisfied,Democrat,Slightly Liberal,Protestant,Never,0,Pretty Happy,Good,2,,
2022-1643,0.47500443267572945,45,Male,White,South Atlantic,in a suburb near a large city,Married,4 Years College,Bachelor's,"$90,000 to $109,999",Middle Class,,Low,Above average,More or less satisfied,Republican,Conservative,Protestant,2-3 Times A Month,5,Pretty Happy,Good,,,
2022-1646,0.27904164939702736,55,Female,Black,South Atlantic,"in a medium-size city (50,000-250,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Upper Class,,High,Above average,Satisfied,"Independent, Near Democrat",Extremely Liberal,Catholic,Several Times A Year,2,Very Happy,Excellent,1,,Connections
2022-1647,1.3686775912115117,22,Male,White,South Atlantic,in a suburb near a large city,Never Married,3 Years College,High school,"$90,000 to $109,999",Middle Class,,Low,Average,More or less satisfied,Independent,Slightly Liberal,Catholic,Less Than Once A Year,0,Not Too Happy,Fair,,,
2022-1651,0.2228925845524934,51,Male,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,3 Years College,Bachelor's,"$90,000 to $109,999",Working Class,,High,Average,More or less satisfied,Independent,Moderate,Catholic,Once A Year,1,Very Happy,Excellent,,,
2022-1652,0.33627632943263397,32,Male,Black,South Atlantic,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,,Middle Class,,Low,Average,More or less satisfied,"Independent, Near Republican",Moderate,Protestant,2-3 Times A Month,0,Very Happy,Good,1,,Hard Work
2022-1653,3.301291964305524,50,Male,White,South Atlantic,"in a small city or town (under 50,000)",Divorced,12th Grade,High school,"$40,000 to $49,999",Working Class,,High,Average,More or less satisfied,Independent,Moderate,Catholic,Nearly Every Week,0,Pretty Happy,Good,,,
2022-1654,0.48674474756520014,41,Female,Black,South Atlantic,"in a large city (over 250,000)",Married,1 Year College,High school,"$90,000 to $109,999",Working Class,,Low,Average,Not Satisfied,Democrat,Moderate,Protestant,Every Week,2,Pretty Happy,Good,1,,Hard Work
2022-1657,0.2481066685144971,40,Female,White,South Atlantic,in a suburb near a large city,Never Married,2 Years College,High school,"$75,000 to $89,999",Middle Class,,,Above average,More or less satisfied,"Independent, Near Democrat",Extremely Liberal,None,Never,1,Pretty Happy,Good,1,,
2022-1658,0.17771471834204428,34,Female,Black,South Atlantic,"in a large city (over 250,000)",Married,9th Grade,Less than high school,"$20,000 to $22,499",Working Class,Sales and office occupations,Low,Below average,Not Satisfied,"Independent, Near Democrat",Moderate,Protestant,More Than Once A Week,8,Pretty Happy,Fair,2,,
2022-1659,7.415395771533328,56,Male,White,South Atlantic,"in a small city or town (under 50,000)",Married,3 Years College,High school,"$170,000 or over",Middle Class,,High,Above average,Satisfied,Strong Republican,Conservative,Protestant,More Than Once A Week,4,Very Happy,Excellent,3,,
2022-1660,1.3102398705681821,54,Female,White,South Atlantic,in a suburb near a large city,Married,3 Years College,Associate/Junior college,"$110,000 to $129,999",Middle Class,,,Average,Not Satisfied,Strong Democrat,Liberal,None,Never,2,Pretty Happy,Fair,3,,
2022-1661,0.5587585448593213,34,Female,White,South Atlantic,in a suburb near a large city,Never Married,4 Years College,Bachelor's,,Middle Class,,,Average,More or less satisfied,"Independent, Near Democrat",Moderate,Protestant,Every Week,0,Not Too Happy,Good,,,Luck
2022-1662,0.24129006966807362,70,Female,White,South Atlantic,in a suburb near a large city,Widowed,2 Years College,Associate/Junior college,"$17,500 to $19,999",Working Class,,Low,Below average,Not Satisfied,Strong Democrat,Extremely Liberal,None,Never,3,Not Too Happy,Good,2,Yes,
2022-1663,1.0707054466980481,76,Female,White,South Atlantic,in open country but not on a farm,Divorced,12th Grade,High school,"$60,000 to $74,999",Middle Class,,Low,Below average,Satisfied,"Independent, Near Republican",,Protestant,Once A Year,1,Not Too Happy,Excellent,,,Hard Work
2022-1665,0.5739807139608595,51,Male,Other,South Atlantic,on a farm,Married,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Average,Satisfied,Democrat,Slightly Conservative,Catholic,Every Week,3,Very Happy,Fair,2,,
2022-1666,0.23991272595532584,59,Female,Black,South Atlantic,in a suburb near a large city,Divorced,2 Years College,Associate/Junior college,"$75,000 to $89,999",Working Class,,High,Average,More or less satisfied,Independent,Moderate,,More Than Once A Week,3,Pretty Happy,Good,,,
2022-1667,0.8268222671778652,55,Female,Black,South Atlantic,"in a large city (over 250,000)",Divorced,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Above average,More or less satisfied,Strong Democrat,Slightly Conservative,Protestant,Every Week,2,Not Too Happy,Good,8,,
2022-1668,0.2569834618015399,76,Male,White,South Atlantic,"in a medium-size city (50,000-250,000)",Divorced,3 Years College,High school,"$50,000 to $59,999",Working Class,,Low,Below average,Satisfied,Other,Extremely Conservative,Protestant,Once A Year,0,Very Happy,Excellent,1,,Hard Work
2022-1669,0.558476151199922,77,Female,White,South Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$90,000 to $109,999",Middle Class,,Low,Average,More or less satisfied,Strong Republican,Extremely Conservative,Protestant,Every Week,2,Not Too Happy,Good,,,
2022-1670,0.9174039502565118,41,Male,White,South Atlantic,in a suburb near a large city,Married,2 Years College,High school,,Working Class,,Low,Average,Not Satisfied,Other,Conservative,Protestant,Every Week,8,Pretty Happy,Good,0,,
2022-1671,0.2481066685144971,47,Female,White,South Atlantic,in open country but not on a farm,Divorced,12th Grade,High school,"$10,000 to $12,499",Working Class,Service occupations,Low,Below average,Not Satisfied,Independent,,Protestant,Never,3,Not Too Happy,Good,,,Connections
2022-1672,1.1338342581563166,63,Male,Black,South Atlantic,"in a small city or town (under 50,000)",Widowed,12th Grade,High school,"$35,000 to $39,999",Working Class,"Production, transportation, and material moving occupations",High,Below average,Not Satisfied,"Independent, Near Democrat",Moderate,Protestant,Never,4,Not Too Happy,Good,,,
2022-1673,1.7096073770261142,80,Female,Black,South Atlantic,on a farm,Widowed,12th Grade,High school,"$15,000 to $17,499",Middle Class,,Low,Below average,Not Satisfied,Democrat,Extremely Conservative,Protestant,Every Week,3,Pretty Happy,Good,1,No,
2022-1674,0.6902385643127422,35,Male,White,South Atlantic,in a suburb near a large city,Married,8th Grade,Less than high school,"$75,000 to $89,999",Working Class,,Low,Average,More or less satisfied,Strong Republican,Extremely Conservative,None,Never,2,Not Too Happy,Good,1,Yes,
2022-1675,0.5550598200139877,37,Female,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,1 Year College,High school,"$75,000 to $89,999",Working Class,,High,Average,More or less satisfied,Strong Republican,Conservative,Protestant,Once A Year,2,Very Happy,Excellent,1,,
2022-1676,0.20787280925473522,22,Female,White,South Atlantic,"in a medium-size city (50,000-250,000)",Never Married,12th Grade,High school,"$30,000 to $34,999",Lower Class,,Low,Below average,Not Satisfied,Strong Democrat,Liberal,None,Several Times A Year,0,Pretty Happy,Good,2,Yes,
2022-1677,0.2830450942014449,60,Female,White,South Atlantic,"in a small city or town (under 50,000)",Divorced,12th Grade,High school,,Lower Class,,Low,Below average,More or less satisfied,Independent,Conservative,Protestant,2-3 Times A Month,2,Pretty Happy,Fair,,,
2022-1678,0.8946543782367855,37,Male,White,South Atlantic,on a farm,Divorced,7th Grade,Less than high school,,Middle Class,,Low,Above average,Satisfied,"Independent, Near Democrat",Moderate,None,Once A Year,4,Not Too Happy,Good,3,,
2022-1679,0.5911606484691052,32,Male,White,South Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$30,000 to $34,999",Working Class,,Low,Below average,Not Satisfied,Republican,Moderate,Protestant,Once A Month,3,Pretty Happy,Good,3,,
2022-1680,0.20038445446651862,57,Male,White,East South Central,"in a large city (over 250,000)",Divorced,2 Years College,High school,"$15,000 to $17,499",Working Class,,Low,Average,Not Satisfied,"Independent, Near Republican",Moderate,Catholic,Several Times A Year,2,Not Too Happy,Excellent,4,,
2022-1681,0.15941062904296194,36,Female,White,East South Central,"in a medium-size city (50,000-250,000)",Never Married,12th Grade,High school,"$40,000 to $49,999",Lower Class,,Low,Below average,More or less satisfied,Republican,Slightly Conservative,None,Several Times A Year,3,Not Too Happy,Good,,,Hard Work
2022-1682,0.4548977925355715,28,Male,White,East South Central,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$25,000 to $29,999",Working Class,,Low,Average,More or less satisfied,Republican,Conservative,None,Never,1,Very Happy,Good,3,,
2022-1683,0.07610404004297436,66,Male,Other,East South Central,"in a medium-size city (50,000-250,000)",Divorced,12th Grade,High school,"$15,000 to $17,499",Lower Class,,Low,Below average,Not Satisfied,"Independent, Near Republican",Conservative,Protestant,Never,2,Not Too Happy,Fair,,,Hard Work
2022-1684,0.3298459083287724,48,Female,White,East South Central,in open country but not on a farm,Divorced,12th Grade,High school,"$12,500 to $14,999",Working Class,,Low,Far below average,Not Satisfied,"Independent, Near Republican",Moderate,,Never,1,Very Happy,Good,,,
2022-1685,2.4344103987694767,23,Female,Other,East South Central,in open country but not on a farm,Separated,6th Grade,Less than high school,"$25,000 to $29,999",Working Class,,,Far below average,More or less satisfied,Independent,Extremely Liberal,None,Never,2,Not Too Happy,Good,0,,
2022-1686,0.14401867550319125,36,Male,Other,East South Central,in open country but not on a farm,Married,12th Grade,High school,"$35,000 to $39,999",Lower Class,,Low,Below average,More or less satisfied,Strong Republican,Conservative,Protestant,Every Week,1,Pretty Happy,Excellent,,,
2022-1687,0.3953784792013056,77,Male,White,East South Central,in a suburb near a large city,Married,12th Grade,High school,"$35,000 to $39,999",Working Class,,Low,Below average,More or less satisfied,"Independent, Near Republican",Moderate,Catholic,Less Than Once A Year,2,Very Happy,Good,3,,
2022-1688,4.988697572819794,67,Female,White,East South Central,"in a small city or town (under 50,000)",Separated,11th Grade,Less than high school,"$20,000 to $22,499",Working Class,,,Average,More or less satisfied,,Slightly Conservative,Protestant,Never,4,Pretty Happy,Good,,,Hard Work
2022-1689,0.5761075583005987,28,Female,White,East North Central,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Average,Not Satisfied,Independent,Moderate,Protestant,Every Week,1,Pretty Happy,Fair,12,,
2022-1690,0.5247174029812698,21,Male,Black,East North Central,"in a small city or town (under 50,000)",Never Married,12th Grade,Less than high school,"$35,000 to $39,999",Working Class,,Low,Below average,More or less satisfied,"Independent, Near Democrat",Moderate,Catholic,2-3 Times A Month,0,Very Happy,Fair,2,,
2022-1691,0.4608221110023213,79,Male,White,East North Central,in a suburb near a large city,Married,12th Grade,High school,"$35,000 to $39,999",Middle Class,,Low,Far below average,Not Satisfied,"Independent, Near Republican",Conservative,Catholic,Once A Year,2,Very Happy,Fair,,,Hard Work
2022-1692,0.28859969602787583,35,Female,White,East North Central,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$90,000 to $109,999",Working Class,,High,Average,More or less satisfied,"Independent, Near Democrat",Liberal,None,Never,0,Not Too Happy,Good,2,,
2022-1693,0.25387474798200504,23,Female,Other,East North Central,"in a large city (over 250,000)",Married,2 Years College,Associate/Junior college,"$90,000 to $109,999",Working Class,,High,Above average,Satisfied,Republican,Moderate,Catholic,Every Week,0,Pretty Happy,Excellent,5,,
2022-1694,4.147672015362737,64,Male,White,East North Central,in open country but not on a farm,Never Married,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Below average,More or less satisfied,Strong Republican,Extremely Conservative,Catholic,Never,0,Pretty Happy,Good,4,,
2022-1695,0.19909856316950378,74,Male,White,East North Central,"in a medium-size city (50,000-250,000)",Widowed,12th Grade,High school,"$50,000 to $59,999",Working Class,,Low,Below average,More or less satisfied,Strong Republican,Conservative,Protestant,Never,2,Not Too Happy,Good,,,
2022-1696,0.1869400693772389,65,Female,White,East North Central,in a suburb near a large city,Divorced,2 Years College,Associate/Junior college,"$22,500 to $24,999",Middle Class,,Low,Below average,Not Satisfied,Independent,Moderate,Catholic,Never,3,Not Too Happy,Fair,,,
2022-1697,0.4385797527407019,60,Female,White,East North Central,in open country but not on a farm,Divorced,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Average,More or less satisfied,Independent,Moderate,Protestant,Never,3,Very Happy,Good,4,,
2022-1698,7.346362620598184,78,Male,White,East North Central,in a suburb near a large city,Married,12th Grade,High school,"$50,000 to $59,999",Working Class,,Low,Average,Satisfied,Independent,Moderate,Protestant,Never,3,Pretty Happy,Good,5,,
2022-1699,0.22433073066295947,50,Male,White,East North Central,"in a large city (over 250,000)",Never Married,8th Grade,Less than high school,"$10,000 to $12,499",Working Class,,Low,Below average,More or less satisfied,Strong Democrat,Conservative,Catholic,Once A Year,0,Very Happy,Fair,3,Yes,
2022-1700,0.31496711106099246,30,Female,Black,East North Central,"in a medium-size city (50,000-250,000)",Never Married,2 Years College,Associate/Junior college,"$40,000 to $49,999",Middle Class,,Low,Average,Satisfied,Strong Democrat,,None,Never,4,Pretty Happy,Excellent,2,,Connections
2022-1701,0.16772621157892972,34,Male,Black,East North Central,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$12,500 to $14,999",Working Class,,Low,Below average,Not Satisfied,Independent,Slightly Liberal,None,Never,0,Pretty Happy,Poor,1,,
2022-1703,0.3258584871828194,43,Female,Black,East North Central,"in a small city or town (under 50,000)",Never Married,2 Years College,Associate/Junior college,"$17,500 to $19,999",Middle Class,,Low,Far below average,More or less satisfied,Independent,Extremely Liberal,None,Never,8,Very Happy,Excellent,6,,
2022-1704,1.537050709039622,32,Female,Black,East North Central,"in a large city (over 250,000)",Never Married,11th Grade,Less than high school,"$25,000 to $29,999",Working Class,,Low,Average,More or less satisfied,Independent,Moderate,Protestant,Every Week,2,Pretty Happy,Fair,3,Yes,
2022-1705,0.1858729689798973,56,Female,Black,East North Central,"in a small city or town (under 50,000)",Divorced,2 Years College,High school,,Middle Class,,Low,Average,Satisfied,Independent,Liberal,Protestant,Several Times A Year,3,Pretty Happy,Good,8,,Hard Work
2022-1706,1.0603862985663783,24,Male,White,East North Central,"in a large city (over 250,000)",Never Married,1 Year College,High school,"$60,000 to $74,999",Working Class,,Low,Below average,Not Satisfied,"Independent, Near Democrat",Moderate,None,Less Than Once A Year,0,Pretty Happy,Good,1,,
2022-1707,0.15748355553049623,39,Female,Black,East North Central,in a suburb near a large city,Never Married,12th Grade,High school,"$1,000 to $2,999",Working Class,,Low,Below average,More or less satisfied,Democrat,Liberal,Protestant,More Than Once A Week,2,Not Too Happy,Excellent,,,
2022-1708,0.4780692532424536,40,Male,White,East North Central,"in a medium-size city (50,000-250,000)",Never Married,9th Grade,Less than high school,,Lower Class,,Low,Far below average,Not Satisfied,Republican,Extremely Conservative,Protestant,Never,0,Pretty Happy,Good,3,,
2022-1709,0.22909581190626832,60,Male,Black,East North Central,"in a large city (over 250,000)",Married,3 Years College,Associate/Junior college,"$15,000 to $17,499",Working Class,,Low,Below average,Not Satisfied,Strong Democrat,Moderate,Protestant,Once A Month,3,Pretty Happy,Fair,,,Hard Work
2022-1710,0.3035218200092704,31,Male,Black,West South Central,"in a large city (over 250,000)",Never Married,1 Year College,Graduate,"$3,000 to $3,999",Working Class,,High,Below average,Not Satisfied,Republican,Conservative,Protestant,Never,2,Pretty Happy,Good,,,Hard Work
2022-1711,0.33636067555700067,54,Female,Black,West South Central,in a suburb near a large city,Never Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Above average,Satisfied,Independent,Slightly Liberal,None,Every Week,0,Pretty Happy,Fair,6,,
2022-1712,2.811872667666474,29,Female,White,West South Central,"in a large city (over 250,000)",Married,2 Years College,Associate/Junior college,"$75,000 to $89,999",Working Class,,Low,Average,More or less satisfied,Democrat,Slightly Liberal,Catholic,Never,3,Pretty Happy,Good,2,,
2022-1713,2.859569197974816,81,Male,White,West South Central,"in a large city (over 250,000)",Married,4 Years College,Graduate,"$90,000 to $109,999",Middle Class,,High,Average,Satisfied,Republican,Slightly Conservative,Catholic,Once A Year,1,Pretty Happy,Fair,5,,
2022-1715,0.2305334518048734,37,Male,White,West South Central,"in a medium-size city (50,000-250,000)",Never Married,2 Years College,Associate/Junior college,"$40,000 to $49,999",Working Class,,Low,Average,Not Satisfied,Independent,Moderate,None,Less Than Once A Year,0,Not Too Happy,Good,,,Luck
2022-1716,0.2835591291495979,30,Female,Black,West South Central,"in a large city (over 250,000)",Never Married,12th Grade,High school,"$8,000 to $9,999",Lower Class,,Low,Far above average,Not Satisfied,Democrat,Moderate,Protestant,Several Times A Year,2,Not Too Happy,Good,,,
2022-1718,0.779069146429782,65,Female,White,West South Central,"in a medium-size city (50,000-250,000)",Married,1 Year College,High school,"$20,000 to $22,499",Working Class,,High,Below average,More or less satisfied,Strong Republican,Extremely Conservative,Protestant,More Than Once A Week,2,Not Too Happy,Good,,,
2022-1719,0.6626268590340743,42,Male,White,West South Central,in a suburb near a large city,Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Above average,More or less satisfied,Democrat,Moderate,None,Never,3,Pretty Happy,Excellent,5,,
2022-1720,0.6767936976486408,48,Female,Other,West South Central,"in a medium-size city (50,000-250,000)",Divorced,12th Grade,High school,"$60,000 to $74,999",,,,,,Independent,,Jewish,Several Times A Year,3,Pretty Happy,Good,12,,
2022-1721,0.21778755947343248,72,Female,White,West South Central,"in a large city (over 250,000)",Widowed,11th Grade,High school,"$75,000 to $89,999",Middle Class,,Low,Above average,Satisfied,Strong Democrat,Moderate,Catholic,Nearly Every Week,2,Very Happy,Excellent,1,,
2022-1723,0.4205258831898479,55,Male,White,West South Central,"in a small city or town (under 50,000)",Never Married,3 Years College,High school,"$12,500 to $14,999",Lower Class,,Low,Far below average,More or less satisfied,"Independent, Near Democrat",Slightly Liberal,,Less Than Once A Year,8,Pretty Happy,Good,,,
2022-1724,0.30200168094168156,36,Male,Black,West South Central,"in a small city or town (under 50,000)",Divorced,1 Year College,High school,"$30,000 to $34,999",Working Class,,Low,Below average,Not Satisfied,"Independent, Near Republican",Conservative,Protestant,Never,2,Not Too Happy,Fair,1,,
2022-1726,0.25547549624342014,58,Female,White,West South Central,"in a large city (over 250,000)",Divorced,10th Grade,High school,"$40,000 to $49,999",Working Class,,Low,Average,More or less satisfied,"Independent, Near Republican",Moderate,None,Less Than Once A Year,4,Pretty Happy,Good,,,Hard Work
2022-1727,0.2720915018194267,64,Male,White,West South Central,"in a large city (over 250,000)",Widowed,2 Years College,Associate/Junior college,"$15,000 to $17,499",Lower Class,,Low,Far below average,More or less satisfied,Strong Democrat,Extremely Liberal,,Several Times A Year,4,Pretty Happy,Fair,3,,Hard Work
2022-1728,0.46324232116834646,50,Male,Other,West South Central,"in a large city (over 250,000)",Never Married,8th Grade,Less than high school,"$6,000 to $6,999",Working Class,,Low,Average,More or less satisfied,"Independent, Near Republican",Extremely Liberal,Protestant,Once A Month,6,Very Happy,Fair,5,,
2022-1729,1.134629070144467,66,Male,White,West South Central,"in a large city (over 250,000)",Separated,10th Grade,Less than high school,"$20,000 to $22,499",Middle Class,,Low,Average,Not Satisfied,"Independent, Near Democrat",Liberal,Catholic,Once A Year,2,Not Too Happy,Fair,8,,
2022-1730,0.2527329868395484,35,Female,White,West South Central,"in a large city (over 250,000)",Separated,10th Grade,Less than high school,"$25,000 to $29,999",Working Class,,Low,Below average,More or less satisfied,Independent,Conservative,Catholic,Never,4,Pretty Happy,Fair,20,,
2022-1731,0.6297673788206724,64,Male,White,West South Central,"in a medium-size city (50,000-250,000)",Married,2 Years College,Associate/Junior college,"$90,000 to $109,999",Working Class,,Low,Average,More or less satisfied,Strong Republican,Conservative,,Nearly Every Week,3,Pretty Happy,Excellent,2,,
2022-1732,4.620899592098975,54,Male,White,West South Central,"in a small city or town (under 50,000)",Married,6th Grade,Less than high school,"$35,000 to $39,999",Working Class,,Low,Average,Not Satisfied,Republican,Moderate,Catholic,Less Than Once A Year,5,Pretty Happy,Good,,,Hard Work
2022-1733,0.7921024415206206,34,Male,White,West South Central,in open country but not on a farm,Married,2nd Grade,Less than high school,"$20,000 to $22,499",Working Class,,Low,Far below average,Not Satisfied,Democrat,Conservative,Catholic,Once A Year,2,Very Happy,Fair,,,
2022-1734,1.946650162991675,51,Male,White,West South Central,"in a medium-size city (50,000-250,000)",Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Average,More or less satisfied,Independent,Moderate,Catholic,Less Than Once A Year,1,Very Happy,Good,20,Yes,
2022-1735,3.010358455195275,34,Male,White,West South Central,"in a large city (over 250,000)",Married,2 Years College,Associate/Junior college,"$90,000 to $109,999",Middle Class,,Low,Average,Satisfied,Strong Republican,Conservative,Protestant,Every Week,2,Very Happy,Good,4,,
2022-1736,2.811872667666474,24,Female,White,West South Central,in open country but not on a farm,Married,4 Years College,Associate/Junior college,"$50,000 to $59,999",Lower Class,,High,Below average,Not Satisfied,"Independent, Near Republican",Conservative,Catholic,Less Than Once A Year,2,Very Happy,Good,,,Hard Work
2022-1737,2.2491860763050258,66,Male,White,West South Central,on a farm,Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Average,More or less satisfied,Strong Democrat,Moderate,Catholic,Several Times A Year,1,Very Happy,Fair,,,Connections
2022-1738,0.5520303637098204,44,Male,White,West South Central,"in a small city or town (under 50,000)",Married,1 Year College,High school,"$75,000 to $89,999",Working Class,,Low,Average,Not Satisfied,Strong Republican,Extremely Conservative,Protestant,More Than Once A Week,1,Very Happy,Fair,,,
2022-1739,0.7664264887302592,62,Female,White,West South Central,in open country but not on a farm,Widowed,12th Grade,High school,"$110,000 to $129,999",Working Class,,Low,Average,More or less satisfied,Strong Republican,Extremely Conservative,Protestant,Every Week,4,Not Too Happy,Good,4,,Hard Work
2022-1740,0.988500768574341,40,Female,White,West South Central,"in a large city (over 250,000)",Married,12th Grade,High school,,Working Class,,,Below average,More or less satisfied,Independent,Conservative,Protestant,2-3 Times A Month,7,Not Too Happy,Fair,2,,
2022-1741,0.7681683776193509,55,Female,White,East North Central,on a farm,Married,1 Year College,Associate/Junior college,,Working Class,,Low,Below average,Not Satisfied,Strong Republican,Conservative,Protestant,Nearly Every Week,2,Very Happy,Good,,,
2022-1742,1.683368665751197,43,Female,White,East North Central,"in a large city (over 250,000)",Married,12th Grade,High school,"$130,000 to $149,999",Working Class,,Low,Average,More or less satisfied,Strong Republican,Moderate,None,Never,3,Pretty Happy,Good,2,,
2022-1743,0.35347358791051803,54,Male,White,East North Central,"in a medium-size city (50,000-250,000)",Divorced,12th Grade,High school,"$50,000 to $59,999",Working Class,,Low,Below average,Not Satisfied,Independent,Moderate,None,Less Than Once A Year,4,Not Too Happy,Good,3,,
2022-1744,0.812504065859822,67,Male,White,East North Central,"in a small city or town (under 50,000)",Married,4 Years College,Bachelor's,"$75,000 to $89,999",Working Class,,Low,Average,More or less satisfied,"Independent, Near Republican",Conservative,Protestant,More Than Once A Week,2,Very Happy,Excellent,0,,
